,French Polynesia,Australia,Egypt,Somalia,Algeria,United States,Brazil,Germany,Suriname,Kiribati,Denmark,South Africa,United Arab Emirates,Venezuela,Indonesia,Russian Federation,China,Western Samoa,Philippines,Yemen,Guatemala,Nigeria,Spain,Iran,Ivory Coast (Cote d'Ivoire),Ethiopia,Papua New Guinea,Saudi Arabia,United Kingdom,Mexico,Ghana,Colombia,Switzerland,Sri Lanka,Panama,Turkey,Namibia,Jordan,Sudan,South Sudan,Chad,Mauritania,Argentina,Norway,Iceland,Uzbekistan,Solomon Islands,Morocco,France,Sweden,Japan,Greenland,Greece,India,Paraguay,Guyana,Italy,Honduras,Oman,Madagascar,Marshall Islands,Central African Republic,Djibouti,Cook Islands,Comoros,Niger,Gabon,Libya,New Zealand,Cyprus,Canada,Kazakhstan,Myanmar,Peru,Syria,Andorra,Mozambique,Netherlands,Kenya,Chile,Congo,Angola,Belgium,Austria,Antigua and Barbuda,Malaysia,Laos,Bolivia,Fiji,Tanzania,Burkina Faso,Romania,Eritrea,Turkmenistan,Bahamas,Saint Helena,Ecuador,Pakistan,Uruguay,Aruba,East Timor,Vanuatu,Cuba,Mongolia,Portugal,United States Minor Outlying Islands,Anguilla,"Macau (SAR), China",Dominican Republic,Bahrain,Costa Rica,Azerbaijan,Democratic Republic of the Congo,Botswana,Cambodia,Guadeloupe,Zambia,Belize,Bermuda,Seychelles,Nepal,Nicaragua,Serbia,Israel,Lebanon,Zimbabwe,Thailand,Cameroon,Barbados,Iraq,Afghanistan,Gambia,Burundi,Guinea,Mali,Ireland,Malawi,Vietnam,New Caledonia,Bosnia and Herzegovina,Bulgaria,"Bonaire, Saint Eustatius & Saba",Guinea Bissau,Belarus,Saint Vincent and Grenadines,Czech Republic,Equatorial Guinea,Sierra Leone,Rwanda,Slovakia,Hungary,Georgia,Bhutan,Cape Verde,Croatia,Brunei Darussalam,Senegal,Poland,Liberia,Bangladesh,Moldova,Haiti,French Guiana,Cocos (Keeling) Islands,Estonia,South Korea,Ukraine,Chinese Taipei,Benin,Grenada and South Grenadines,Curacao,Cayman Islands,Dominica,Maldives,Unknown Country,Latvia,Qatar,Tunisia,North Korea,Albania,Tajikistan,Mayotte,Uganda,British Virgin Islands,Finland,Tonga,Western Sahara,Armenia,Martinique,Kyrgyzstan,Saint Pierre and Miquelon,Tuvalu,Wallis and Futuna Islands,Turks and Caicos Islands,Gibraltar,Palestinian Territory,Malta,"Hong Kong (SAR), China",Lithuania,Montenegro,El Salvador,Nauru,Niue,Jamaica,Micronesia,Kuwait,Lesotho,Togo,Slovenia,Luxembourg,Monaco,Singapore,Montserrat,Falkland Islands,Mauritius,Swaziland,Saint Kitts and Nevis,Norfolk Island,Macedonia,Sao Tome and Principe,Trinidad and Tobago,Liechtenstein,Palau,Reunion,Saint Barthelemy,Saint Martin,Saint Lucia,Sint Maarten,Antarctica,Christmas Island
Curacao,0,16,39,0,0,9752,681,1124,994,0,36,43,49,60,0,7,0,0,57,0,96,0,88,5,0,0,0,0,642,69,0,3616,233,0,923,105,0,0,0,0,0,0,205,64,0,0,0,0,270,184,138,0,4,44,0,254,1170,56,0,0,0,0,0,0,0,0,0,0,0,2,3833,0,0,93,0,0,0,15312,0,135,0,0,72,41,31,0,0,0,0,0,0,0,0,0,41,0,106,0,51,4884,0,0,144,0,7,0,0,0,1182,0,117,0,0,0,0,11,0,0,0,0,0,43,0,12,0,0,0,0,35,1,0,0,0,0,0,48,0,0,0,0,0,5830,0,9,0,36,0,0,0,0,54,5,0,0,2,0,0,90,0,0,0,397,0,0,0,44,2,39,0,5,0,78,14,30,0,0,5,4,0,0,0,0,0,8,84,0,0,0,5,0,0,0,0,8,0,0,0,33,0,0,0,0,0,83,0,0,0,0,0,11,0,49,0,0,27,0,48,0,0,0,760,0,0,0,0,0,0,1226,0,0
Cayman Islands,0,17,0,0,0,43986,102,108,3,0,13,51,22,0,0,0,0,0,47,0,38,6,162,0,3,0,0,2,1175,46,4,32,141,0,39,9,0,2,0,0,0,0,10,18,12,0,0,6,118,19,0,0,5,67,0,42,72,413,0,0,0,0,0,0,0,0,0,0,31,10,4730,0,0,14,0,0,0,48,0,7,0,0,18,13,77,2,0,8,0,0,0,10,0,0,665,0,3,2,0,72,0,0,497,0,11,0,0,0,312,0,160,0,0,0,0,7,0,37,68,3,1,0,0,16,0,0,0,0,93,0,0,0,0,0,0,101,0,0,0,0,0,26,0,0,22,30,0,0,0,0,8,0,0,0,7,0,0,15,0,0,0,52,0,0,0,35,9,10,0,66,67,6936,0,0,0,0,8,0,0,0,0,0,0,7,6,0,0,0,10,0,0,0,0,76,0,0,3,2,5,0,0,0,0,2229,0,0,0,3,0,16,0,0,0,0,0,0,53,0,0,0,207,0,0,0,0,0,95,55,0,0
Dominica,0,0,0,0,0,2128,0,32,0,0,9,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,548,3,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,15,0,0,0,0,0,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,7,0,0,0,0,0,0,996,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0,3,0,0,0,317,0,0,0,0,0,0,413,0,0,0,0,0,0,0,0,1,0,0,0,1518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,6,0,0,63,6,0,0,0,0,0,0,0,0,0,0,0,0,444,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,246,0,0,0,0,0,768,321,0,0
Maldives,0,1413,215,0,0,276,429,10933,0,0,1185,157,11224,0,753,8432,4767,0,205,0,0,35,1207,4,85,4,0,1711,16019,32,5,0,5988,16244,0,2104,0,35,0,0,0,0,24,874,19,0,0,9,9376,778,1492,0,193,22388,8,0,11482,0,712,0,0,0,0,0,0,0,0,1,46,54,264,75,103,0,0,0,0,506,42,0,0,0,648,4008,0,3324,57,0,0,0,0,866,0,0,0,0,0,237,7,0,1,0,0,4,903,0,0,25,41,102,14,0,0,0,344,0,0,0,0,16,67,0,355,428,193,0,6944,0,0,5,0,0,0,0,0,300,0,380,0,112,1051,0,0,64,0,1153,0,0,0,0,2024,33,0,0,185,95,67,1767,0,358,68,0,0,0,41,674,1062,692,0,0,0,0,0,101797,0,118,2351,18,0,47,0,0,3,0,468,0,0,0,0,0,0,0,0,0,0,0,18,1994,148,2,0,0,0,0,0,1271,0,0,43,60,0,4047,0,0,54,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
Unknown Country,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,0,81,105,0,15,1879,110,22812,0,0,4899,118,1089,4,505,16241,45,0,115,0,0,26,5042,0,5,21,0,26,29512,67,45,0,2646,245,132,2365,27,1,0,0,0,9,25,11949,1399,946,0,239,1720,5830,182,2,434,448,0,22,9231,0,13,24,0,0,0,0,0,0,9,0,45,1196,347,182,6,7,0,0,11,4244,7,0,12,2,5897,4245,0,79,0,0,0,99,3,410,0,27,14,0,7,57,0,0,0,0,103,3,782,0,0,0,52,15,1,185,1,0,11,0,3,0,0,126,16,0,174,1834,20,0,1421,0,15,10,0,0,0,0,0,4401,0,197,0,13,244,0,0,1070,0,3920,6,4,8,390,538,1818,0,3,258,0,20,2835,0,14,97,0,0,0,3935,125,5386,11,0,0,21,0,0,121,0,143,21,115,0,17,236,0,0,0,3528,0,0,31,0,33,0,0,0,0,0,0,1540,81,3877,5,0,0,0,0,0,4,0,0,180,212,0,80,0,0,82,0,0,0,41,0,7,0,0,0,0,0,0,0,0,0
Qatar,5,3989,9943,90,3397,25722,1351,10759,0,0,683,2205,10493,2,2367,982,459,13,12782,0,9,1715,5235,11939,30,1125,5,2499,15287,151,258,46,4895,9251,7,9799,811,6368,2605,48,17,191,281,486,16,73,0,2130,2600,287,11102,0,3766,89658,10,0,34929,0,16922,37,0,0,810,0,4,3,0,2,284,383,1180,117,311,10,9,0,578,1276,2385,72,7,99,624,935,0,3681,55,8,14,743,10,309,135,0,29,0,3,11585,0,0,1,0,28,22,797,0,0,0,20,744,7,2845,7,142,391,1,0,0,6,481,18424,5,618,51,9105,11,3379,31,7,4668,18,50,0,14,20,328,8,1654,0,554,385,0,6,32,0,271,0,8,88,0,846,4011,0,8,1821,43,41,1412,39,15909,20,0,0,0,73,4889,664,25,0,0,5,5,0,2040,0,56,0,3682,0,173,0,0,372,0,2299,0,6,1782,0,53,0,0,0,23,0,0,227,10852,42,20,20,0,0,11,0,23114,2,0,8,19,0,16363,0,0,95,3,3,0,605,0,37,0,0,0,0,0,0,0,0,0
Tunisia,2,86,5210,7,8762,632,161,15956,0,0,443,355,5015,7,60,1222,251,0,89,0,0,119,4427,102,847,60,0,12590,5312,33,101,0,3648,7,3,11891,0,1113,202,5,96,1370,24,165,0,4,0,8985,105994,896,233,0,286,641,0,0,13628,0,1296,21,0,0,24,0,0,1037,168,27368,4,62,2391,6,0,0,0,0,23,1105,158,7,70,32,6381,1553,0,287,0,3,0,30,449,228,0,13,0,0,0,246,4,0,0,0,59,0,453,0,0,0,38,264,8,27,52,27,6,0,0,0,0,7,36,0,559,24,855,5,52,158,4,189,49,7,2,386,725,210,0,26,0,7,77,0,22,7,0,455,7,0,0,0,101,12,0,1,100,1,219,220,0,74,43,0,0,0,34,44,204,95,195,0,0,0,0,42,0,75,3248,11889,0,118,3,0,21,0,524,0,38,4,3,1,0,0,0,0,0,0,1431,102,18,8,0,0,0,6,0,896,0,65,11,757,8,42,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,0,68,207,0,75,1875,29,8728,0,0,286,72,223,4,28,135,17,0,21,0,0,0,740,0,0,8,0,423,10848,89,10,0,2577,0,0,6181,0,20,0,0,4,0,9,120,0,4,0,66,2192,347,9,0,4166,144,0,0,34706,0,16,0,0,0,0,0,0,5,0,0,3,132,394,61,0,0,0,0,0,1880,11,0,0,0,2266,4099,0,3,0,0,0,2,0,320,0,0,0,0,0,4,0,0,0,0,51,0,91,0,0,0,90,8,0,26,5,0,0,0,0,0,0,2,0,0,433,210,77,0,68,11,0,21,0,27,0,0,0,26,0,7,0,11,71,0,0,6,0,379,0,0,0,0,2256,9,0,37,226,0,5,285,0,0,7,0,0,0,9,28,98,1,0,0,0,0,0,36,0,15,113,156,0,0,0,0,4,0,129,0,0,3,0,0,0,0,0,0,0,0,65,7,46,0,0,0,0,1,0,33,0,0,95,41,0,26,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,0,0,7,0,20,151,0,1503,0,0,8,19,2308,0,0,74054,590,0,3,0,0,0,100,361,3,4,0,174,133,6,0,3,121,0,0,2894,0,6,2,0,0,0,0,0,0,546,0,0,102,3,3,0,0,401,0,0,1304,0,49,0,0,0,22,0,0,0,0,18,0,7,31,2101,7,0,0,0,0,25,0,0,0,0,18,288,0,18,0,0,0,0,0,0,9,0,0,0,0,20,0,0,0,0,103,0,9,0,0,0,66,2,0,3,0,0,0,0,0,0,0,0,10,0,7,6,0,0,21,4,0,86,505,0,0,0,0,3,0,0,0,51,137,0,0,330,0,63,0,0,0,11,26,20,0,0,2,0,4,3,0,2,13,0,0,0,1,5,324,0,0,0,0,0,0,0,0,200,0,9,0,0,1085,0,4,0,0,0,0,3,3,433,0,0,0,0,0,0,1,0,0,81,0,0,0,3,0,47,0,0,0,0,0,6,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
Mayotte,0,0,0,0,0,61,0,8,0,0,2,2,23,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,5,0,0,0,39,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2725,4,0,0,0,0,0,0,54,0,0,1594,0,0,0,0,1538,0,0,0,0,0,3,0,0,0,0,0,0,0,701,0,0,0,0,5,0,2,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,32,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,3490,0,0,0,0,0,0
Uganda,0,549,676,1372,4,1384,42,1712,0,0,789,2789,8390,0,54,61,239,0,38,0,0,740,295,73,169,1879,0,1253,3755,21,267,21,623,86,0,972,52,382,571,4492,27,5,2,458,0,11,0,3,491,787,25,0,58,4308,0,0,128,0,471,26,0,877,55,0,8,44,19,0,40,56,658,0,6,43,0,0,133,2203,13245,5,123,52,957,271,0,128,2,0,0,4268,42,59,181,0,2,0,8,334,5,0,0,0,18,15,84,0,0,0,0,237,0,5,1810,119,19,0,399,0,0,39,87,0,14,230,90,528,173,108,0,186,74,5,594,10,60,119,265,44,0,0,4,0,3,0,0,71,4,22,2080,0,71,52,0,0,0,0,81,72,7,68,9,0,0,0,0,38,79,2,38,0,0,0,0,5,0,0,1181,30,0,10,2,2,2674,0,93,0,0,21,0,7,0,0,0,0,0,0,10,5,15,0,0,0,0,0,0,76,15,46,0,10,0,7,0,0,107,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
British Virgin Islands,0,0,0,0,0,14336,8,33,4,0,26,24,0,3,0,2,0,0,0,0,0,0,14,0,0,0,0,0,312,14,0,27,90,0,19,0,0,0,0,0,0,0,0,32,0,0,0,0,54,5,0,0,17,0,0,252,7,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,1,129,1375,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,786,0,7,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,6,8,278,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,361,184,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,84,0,12,586,0,0,0,0,0,0,0,0,0,0,4872,0,0,0,0,9,0,0,0,0,46,0,0,0,0,0,0,0,0,0,439,0,0,0,0,0,0,0,0,1,0,0,0,291,0,0,0,182,0,0,0,50,0,70,845,0,0
Finland,5,1193,1006,66,43,12424,1234,54788,34,0,18439,790,5444,10,1453,7257,4771,0,776,0,0,115,57039,29,0,62,0,124,42574,815,88,151,16024,723,26,5575,105,86,10,0,0,1,410,13427,4832,33,0,2056,25164,50095,13917,4,1513,2921,0,0,11709,0,54,0,0,0,13,0,0,10,11,0,164,471,1172,55,24,158,0,0,5,16032,559,371,6,12,13078,8671,0,1090,3,29,15,335,4,2290,0,0,0,0,58,145,161,0,0,0,1159,25,6076,0,0,0,1312,21,366,11,33,14,119,8,35,0,0,140,119,10,856,2434,75,22,15727,24,127,407,19,27,8,7,0,2953,7,2066,28,147,542,0,0,564,0,6765,4,7,138,7,6019,175,0,1546,555,12,43,13047,0,176,92,0,0,0,3722,4174,1483,389,75,0,22,15,0,651,0,3491,961,458,0,117,0,0,84,0,162536,0,8,3,5,6,0,0,0,0,0,0,428,3069,3345,15,0,0,0,12,0,139,0,0,626,776,0,3417,0,0,567,0,0,0,1391,0,14,0,0,5,0,0,0,85,0,0
Tonga,0,1531,0,0,0,277,0,0,0,0,0,0,0,0,2,0,7,40,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4237,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1742,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6803,0,0,0,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Sahara,0,0,0,0,4,334,0,63,0,0,17,6,0,0,0,7,0,0,0,0,0,0,2765,0,0,0,0,157,44,0,0,0,125,0,0,82,0,4,0,0,0,1,0,1,0,0,0,12063,1826,0,0,0,4,0,0,0,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,227,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,8,0,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,0,71,1250,3,16,664,11,1050,0,0,115,21,3137,0,7,75183,80,0,22,0,0,4,281,18,0,0,0,122,346,16,3,0,110,235,0,1455,0,94,0,0,0,0,0,22,0,5,0,2,1751,233,115,0,358,1739,0,0,3437,0,132,15,0,0,6,0,0,0,0,8,0,126,156,1007,0,0,533,0,0,571,5,0,0,5,1043,364,0,75,0,0,0,0,0,52,9,0,0,0,0,295,0,0,0,0,133,0,21,0,0,0,70,96,0,0,0,0,0,0,0,0,0,0,3,0,61,620,837,0,119,0,0,392,68,0,0,3,0,8,0,12,0,0,44,0,0,742,0,147,0,0,5,0,59,5693,0,0,6,0,0,955,0,166,20,0,0,0,39,22,3050,35,0,0,0,0,0,1,0,84,1707,3,0,3,3,0,0,0,4,0,0,0,0,39,0,0,0,0,0,0,1,89,14,15,0,0,0,0,0,333,0,0,4,141,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martinique,0,0,0,0,123,1660,854,1175,4,0,17,3,1,0,0,4,0,0,0,0,0,0,197,0,0,0,0,1,4,7,0,42,139,0,70,61,0,0,0,0,0,0,17,9,0,0,0,3,59616,21,1,0,0,0,0,6,128,0,0,0,0,0,0,0,0,0,0,0,0,1,4210,0,0,10,0,0,0,8,0,27,0,0,762,9,23,0,0,0,0,0,0,5,0,0,0,0,6,0,4,0,0,0,26,0,5,0,0,0,303,0,23,0,0,0,0,11354,0,0,0,0,0,0,1,1,1,0,0,0,455,1,0,0,0,0,0,0,0,0,0,0,0,18,0,3,84,73,0,0,0,0,71,0,0,0,2,0,0,49,0,0,3,140,3749,0,0,0,2,2,0,67,0,0,108,0,0,0,1,15,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,2,0,0,37,0,12,0,0,0,385,0,0,395,35,1143,541,63,0,0
Kyrgyzstan,0,12,389,2,9,235,0,1895,0,0,102,5,3881,0,0,59573,39,0,2,0,0,2,144,79,0,0,0,241,356,0,5,0,294,0,0,7520,0,21,117,0,0,0,0,5,0,1018,0,66,548,27,9,0,93,630,0,0,966,0,169,0,0,0,40,0,0,0,0,1,0,247,43,2318,0,0,0,0,0,147,6,0,0,0,143,256,0,54,0,0,0,0,0,31,0,0,0,0,0,109,0,0,0,0,21,5,6,0,0,0,12,72,0,59,0,0,2,0,0,0,0,0,0,0,109,105,105,0,176,0,0,239,243,0,0,0,0,9,0,5,0,92,147,0,0,24,0,185,0,0,0,0,119,142,0,0,0,0,8,29,0,5,48,0,0,0,10,69,538,0,0,0,0,0,0,0,0,37,46,13,0,106,272,0,10,0,0,0,0,20,0,19415,0,0,0,0,0,0,0,2,1,69,0,0,0,0,0,910,0,0,0,0,0,12,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0
Saint Pierre and Miquelon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuvalu,0,19,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wallis and Futuna Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turks and Caicos Islands,0,0,0,0,0,40009,61,114,0,0,27,40,13,0,0,0,0,0,1,0,0,17,296,0,0,0,0,0,499,10,46,13,162,0,14,10,0,3,0,0,0,0,91,0,16,0,0,4,119,0,0,0,2,57,0,13,103,0,0,0,0,0,0,0,0,0,0,0,2,0,6568,0,0,0,0,0,0,72,0,25,0,0,13,14,1510,0,0,0,0,0,0,0,0,0,428,0,6,0,0,0,0,0,4,0,54,0,0,0,813,0,0,0,0,0,0,0,0,0,57,0,0,0,1,77,0,0,0,0,19,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,14,0,0,0,1143,0,0,0,32,8,8,0,0,0,89,0,0,0,0,5,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,11556,0,0,0,0,0,0,0,0,0,704,0,0,0,3,0,0,0,3,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,56,0,0
Gibraltar,0,11,0,0,0,39,4,0,0,0,0,9,15,0,1,8,0,0,79,0,0,11,0,0,0,0,0,0,13390,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,127,4,0,1,0,26,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,17,6,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palestinian Territory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
